rowname,Estimate,Std..Error,z.value,Pr...z..,species
log10(previous_checklists + 1):log10(MSID_total + 1):occur,0.06016696994720633,0.16786967377169335,0.3584147666185067,0.7200329425430358,Blue-gray Gnatcatcher
(Intercept),-2.8466266760103287,0.21584491004610937,-13.188296519951408,1.0247471526144793e-39,Blue-headed Vireo
log10(previous_checklists + 1),-0.2528839372241661,0.07564423838289243,-3.3430693814924823,8.285718071187014e-4,Blue-headed Vireo
MSID_prop,-0.7840641250482293,0.38107758980500095,-2.0574920856653844,0.03963891543463832,Blue-headed Vireo
occur,6.725127335828301,6.356923248059715,1.0579217450644807,0.2900911206063517,Blue-headed Vireo
log10(previous_checklists + 1):MSID_prop,0.12128091662609883,0.14265034983317676,0.8501971202168902,0.39521550254475224,Blue-headed Vireo
log10(previous_checklists + 1):occur,-0.04266496250479932,2.2769071435470214,-0.01873812141426848,0.9850500170962331,Blue-headed Vireo
MSID_prop:occur,2.7665675786817694,10.787710315626716,0.2564554940518019,0.7975991420878877,Blue-headed Vireo
log10(previous_checklists + 1):MSID_prop:occur,2.2720300898557824,4.120968517660377,0.5513340080418028,0.5814047297072145,Blue-headed Vireo
(Intercept),-2.6476440988306726,0.1923387887525879,-13.765523407950903,4.1089753093495805e-43,Blue-headed Vireo
log10(previous_checklists + 1),-0.2343410956562379,0.07162389280619025,-3.2718285264157614,0.0010685436251829381,Blue-headed Vireo
log10(MSID_total + 1),-0.4908810868788648,0.13635771234634894,-3.5999510290406276,3.182771164472414e-4,Blue-headed Vireo
occur,6.739686383691978,5.772602502457157,1.167529962581552,0.2429964154894706,Blue-headed Vireo
log10(previous_checklists + 1):log10(MSID_total + 1),0.048471170032246005,0.04846233167818684,1.0001823757494348,0.3172222567266306,Blue-headed Vireo
log10(previous_checklists + 1):occur,1.4169299443829795,2.1992925625787234,0.6442662374675587,0.5194028052055297,Blue-headed Vireo
log10(MSID_total + 1):occur,0.24469059115749248,4.118257476895854,0.05941604975654134,0.9526207297861661,Blue-headed Vireo
log10(previous_checklists + 1):log10(MSID_total + 1):occur,-0.21199184422312842,1.4941482062272493,-0.14188140329024762,0.8871736837275875,Blue-headed Vireo
(Intercept),-2.3181296773646998,0.07446732065010911,-31.129489514690942,9.612745284609094e-213,Blue-winged Teal
log10(previous_checklists + 1),-0.08915984000938015,0.02850043910428931,-3.128367239645849,0.001757804012844604,Blue-winged Teal
MSID_prop,-0.3641807472509861,0.13637818827949275,-2.6703738467667275,0.007576683654904955,Blue-winged Teal
occur,9.180933194922543,1.0022672232873457,9.160165055393026,5.1817999319413303e-20,Blue-winged Teal
log10(previous_checklists + 1):MSID_prop,0.060190834503897866,0.055729116711825115,1.080060802239954,0.2801151054036008,Blue-winged Teal
log10(previous_checklists + 1):occur,0.5794911285680937,0.404137036805541,1.433897603517413,0.15160148586063774,Blue-winged Teal
MSID_prop:occur,0.002633942304713807,1.9545651355043592,0.0013475848191849284,0.9989247832038296,Blue-winged Teal
log10(previous_checklists + 1):MSID_prop:occur,-0.2731695221343255,0.8336703234535178,-0.32767092032580475,0.7431604927625047,Blue-winged Teal
(Intercept),-2.2319733079106054,0.07899908116513553,-28.253155289806546,1.3018079224997165e-175,Blue-winged Teal
log10(previous_checklists + 1),-0.03211060024541665,0.030979134868039142,-1.036523465945617,0.2999579977303418,Blue-winged Teal
log10(MSID_total + 1),-0.2634334812541858,0.06350799376922586,-4.148036579638232,3.353388279153029e-5,Blue-winged Teal
occur,8.940454658726608,1.0647036456795687,8.397129750617301,4.575244027372026e-17,Blue-winged Teal
log10(previous_checklists + 1):log10(MSID_total + 1),-0.002423861366755115,0.023727039925486314,-0.10215607907126809,0.9186327891292854,Blue-winged Teal
log10(previous_checklists + 1):occur,-0.14935781673871804,0.4296354703370533,-0.347638468075146,0.7281117127482295,Blue-winged Teal
log10(MSID_total + 1):occur,-0.05037225761524171,0.9800317320055361,-0.0513985986067614,0.9590079014487966,Blue-winged Teal
log10(previous_checklists + 1):log10(MSID_total + 1):occur,0.579505938338702,0.3765873071464709,1.538835556433949,0.12384444703546077,Blue-winged Teal
(Intercept),-2.7644114999725895,0.09293157444848815,-29.746741259666262,1.9108771526749268e-194,Bobolink
log10(previous_checklists + 1),-0.16745452307933864,0.03402374662507994,-4.92169557117213,8.57976043089838e-7,Bobolink
MSID_prop,-0.6241096816615223,0.17529995236588042,-3.5602387407322316,3.70517782334619e-4,Bobolink
occur,4.853706300041527,1.3564359348339778,3.5782790586682593,3.458640646998235e-4,Bobolink
log10(previous_checklists + 1):MSID_prop,0.0805808003183406,0.06960964605577646,1.157609683200705,0.2470233558694441,Bobolink
log10(previous_checklists + 1):occur,0.6878908358037229,0.5209417343775442,1.3204755741554486,0.18667628593551033,Bobolink
MSID_prop:occur,2.7712074425151036,2.946363762234793,0.9405516990248228,0.34693464413173203,Bobolink
log10(previous_checklists + 1):MSID_prop:occur,0.3345959948922851,1.1961146743548445,0.27973571603638936,0.7796802743710864,Bobolink
(Intercept),-2.427428115284731,0.08772030406183944,-27.672363214490087,1.5021921569673315e-168,Bobolink
log10(previous_checklists + 1),-0.18370026927057742,0.034553062945661094,-5.3164684577882,1.0580055264790856e-7,Bobolink
log10(MSID_total + 1),-0.5604293312768748,0.0651876949926717,-8.59716440871053,8.170988874035677e-18,Bobolink
occur,2.1183575740770113,1.3299442402663268,1.5928168339244069,0.11120128755989302,Bobolink
log10(previous_checklists + 1):log10(MSID_total + 1),0.06916635535235269,0.02409040064010875,2.871116856279915,0.004090242898974,Bobolink
log10(previous_checklists + 1):occur,1.6562210078901949,0.5437295534956932,3.0460382321361417,0.0023187834846554417,Bobolink
log10(MSID_total + 1):occur,2.957923022330039,1.0639232527082845,2.780203379144555,0.005432486367228826,Bobolink
log10(previous_checklists + 1):log10(MSID_total + 1):occur,-0.8032328690853765,0.3912952676026555,-2.0527538551808577,0.04009645596901135,Bobolink
(Intercept),-2.814312584924008,0.14872698509550278,-18.92267622527842,7.418996368196847e-80,Brown Creeper
log10(previous_checklists + 1),-0.16201058948608635,0.05536329878414385,-2.9263174890959798,0.003430006968633783,Brown Creeper
MSID_prop,-0.0035801825075342667,0.26450967269712466,-0.013535166676621822,0.9892008292178445,Brown Creeper
occur,3.4587420126367583,1.26615694456791,2.731685062800088,0.006301134175242339,Brown Creeper
log10(previous_checklists + 1):MSID_prop,-0.06341677786920773,0.10731610355773681,-0.5909344056187156,0.5545643720529687,Brown Creeper
log10(previous_checklists + 1):occur,-0.20747709793951893,0.4855844574522539,-0.4272729383228242,0.6691805411291212,Brown Creeper
MSID_prop:occur,-2.9941282630055435,2.184695181710929,-1.3705016095932947,0.1705303732949792,Brown Creeper
log10(previous_checklists + 1):MSID_prop:occur,1.290996777514977,0.9090152119106027,1.4202147121405273,0.15554518180990443,Brown Creeper
(Intercept),-2.597545171798119,0.14129971914384484,-18.383229545939763,1.7898826174873753e-75,Brown Creeper
log10(previous_checklists + 1),-0.14079261494709874,0.05539973729859675,-2.5413949923308565,0.011041110637818171,Brown Creeper
log10(MSID_total + 1),-0.22397334480304007,0.11083266477907237,-2.020824323312049,0.043297953983218514,Brown Creeper
occur,3.2949738071870445,1.2058828388900478,2.7324162024064425,0.0062871662606680916,Brown Creeper
log10(previous_checklists + 1):log10(MSID_total + 1),-0.021605940878317947,0.041017495159962704,-0.5267493978863821,0.5983676269947683,Brown Creeper
log10(previous_checklists + 1):occur,-0.12063959593677082,0.49002877212861623,-0.24618880114473551,0.8055360842197228,Brown Creeper
log10(MSID_total + 1):occur,-1.172842564602953,0.9462136975173547,-1.2395112939922766,0.21515620884340264,Brown Creeper
log10(previous_checklists + 1):log10(MSID_total + 1):occur,0.457575003975986,0.36069097210855133,1.2686067558083407,0.20458135359424137,Brown Creeper
(Intercept),-2.825392309647174,0.15591817434934477,-18.120994049845013,2.1762737022267155e-73,Brown Thrasher
log10(previous_checklists + 1),-0.1937995659399146,0.06020969520835172,-3.2187435141347893,0.0012875359485930128,Brown Thrasher
MSID_prop,-0.4842123678420091,0.26804517014341056,-1.8064580965325505,0.0708468138610297,Brown Thrasher
occur,3.13879709354649,0.9852547996248044,3.185771939138766,0.001443683533573272,Brown Thrasher
log10(previous_checklists + 1):MSID_prop,0.11548295728655963,0.11199972438276434,1.031100370317798,0.3024937541730949,Brown Thrasher
log10(previous_checklists + 1):occur,0.8854555142717877,0.38414719417121257,2.304990190497511,0.02116712280806077,Brown Thrasher
MSID_prop:occur,2.259974663939388,1.7213686990203747,1.3128940158058713,0.18921866363502954,Brown Thrasher
log10(previous_checklists + 1):MSID_prop:occur,-0.7272926592989977,0.7202603508710514,-1.0097635645491823,0.3126085803113329,Brown Thrasher
(Intercept),-2.507539485199827,0.1545883895204951,-16.220749132439735,3.5977962033999185e-59,Brown Thrasher
log10(previous_checklists + 1),-0.17802865617415337,0.06308903126761052,-2.82186384221043,0.00477454435422587,Brown Thrasher
log10(MSID_total + 1),-0.4827682017144105,0.12249501462224244,-3.9411253037782834,8.11002444726504e-5,Brown Thrasher
occur,2.8508052641800004,0.968336708021569,2.9440227149960534,0.003239762205666668,Brown Thrasher
log10(previous_checklists + 1):log10(MSID_total + 1),0.05134162988071498,0.04695717455039504,1.09337136172055,0.2742307822154848,Brown Thrasher
log10(previous_checklists + 1):occur,0.6524743740753364,0.39781023014140876,1.64016489431004,0.10097088639758878,Brown Thrasher
log10(MSID_total + 1):occur,0.9005297876497779,0.7916580109658422,1.1375237478505515,0.25531940279571735,Brown Thrasher
log10(previous_checklists + 1):log10(MSID_total + 1):occur,-0.08313142882835292,0.30303812835120847,-0.2743266310436259,0.7838336206111514,Brown Thrasher
(Intercept),-1.7931882259245044,0.320104312021506,-5.601887130480236,2.1203061094147068e-8,Brown-headed Cowbird
log10(previous_checklists + 1),-0.14690845681253065,0.1305411223491698,-1.125380678278387,0.2604277551414374,Brown-headed Cowbird
MSID_prop,-0.861755675025623,0.5739001796120348,-1.5015776360414854,0.1332062226132881,Brown-headed Cowbird
occur,1.1738202873575307,0.5857572415999248,2.0039364501092347,0.045076868362238114,Brown-headed Cowbird
log10(previous_checklists + 1):MSID_prop,0.33850469002319594,0.24951252544513516,1.3566641170390026,0.1748879589308413,Brown-headed Cowbird
log10(previous_checklists + 1):occur,0.3451962966907723,0.23923452636349943,1.4429200581452515,0.14904299207657704,Brown-headed Cowbird
MSID_prop:occur,1.4508912297584533,1.044060546698874,1.3896619639022878,0.16463155005549482,Brown-headed Cowbird
log10(previous_checklists + 1):MSID_prop:occur,-0.46756797810691597,0.4546569977412344,-1.0283971882756102,0.3037630306117088,Brown-headed Cowbird
(Intercept),-1.9423465647123976,0.344332438123922,-5.640904979197358,1.6915870021311434e-8,Brown-headed Cowbird
log10(previous_checklists + 1),-0.08028464674424728,0.142338483466089,-0.5640403409480926,0.5727266780207347,Brown-headed Cowbird
log10(MSID_total + 1),-0.2433815821978502,0.3046475259683127,-0.7988956464500061,0.4243509235547995,Brown-headed Cowbird
occur,1.6416308944311824,0.6273761972197474,2.6166611065356977,0.008879445064072877,Brown-headed Cowbird
log10(previous_checklists + 1):log10(MSID_total + 1),0.077494914777377355,0.11763420851636239,0.658778732434776,0.5100378661993638,Brown-headed Cowbird
log10(previous_checklists + 1):occur,0.21483188766600692,0.2601269158773719,0.8258733508657066,0.4088759391404932,Brown-headed Cowbird
log10(MSID_total + 1):occur,0.20392025174909284,0.5541445829438114,0.36799105869770765,0.7128799012535498,Brown-headed Cowbird
log10(previous_checklists + 1):log10(MSID_total + 1):occur,-0.0748802013681262,0.21422475803557958,-0.34954037084588374,0.7266836681901001,Brown-headed Cowbird
(Intercept),-2.3044367932940406,0.08861103360277553,-26.006205994891584,4.213122332655253e-149,Bufflehead
log10(previous_checklists + 1),-0.13414713150611357,0.034533366043443564,-3.8845657656816366,1.0251294203456988e-4,Bufflehead
MSID_prop,-0.4250305182111489,0.16255937418855787,-2.614617091956458,0.00893275361772209,Bufflehead
occur,7.618802922093358,1.363970423980573,5.585753758398116,2.3268874469282555e-8,Bufflehead
log10(previous_checklists + 1):MSID_prop,0.0988717180726418,0.06841539166275164,1.4451677564022767,0.14841077080416643,Bufflehead
log10(previous_checklists + 1):occur,1.633220596576819,0.5798195288755501,2.8167740395776946,0.004850864034344031,Bufflehead
MSID_prop:occur,0.7525132014561771,2.5360042329395536,0.2967318396720174,0.7666712467031017,Bufflehead
log10(previous_checklists + 1):MSID_prop:occur,-1.5970043361365205,1.1622878941715236,-1.3740178695355525,0.16943613487522163,Bufflehead
(Intercept),-2.141269034340431,0.0917931227776904,-23.3271183019481,2.353138018837225e-120,Bufflehead
log10(previous_checklists + 1),-0.15338647247221304,0.03766573480125078,-4.072307981819048,4.6549571758176575e-5,Bufflehead
log10(MSID_total + 1),-0.3317642111466925,0.07401283787060232,-4.482522501389833,7.376586187110796e-6,Bufflehead
occur,7.278829338662793,1.412536799646652,5.153019263274134,2.5632562306613376e-7,Bufflehead
log10(previous_checklists + 1):log10(MSID_total + 1),0.06796634306466774,0.028033735033058862,2.424448364961652,0.015331663427597371,Bufflehead
log10(previous_checklists + 1):occur,1.8809963685777848,0.6280865985420409,2.9948041765961686,0.0027462108635187324,Bufflehead
log10(MSID_total + 1):occur,-0.14562477475281863,1.242887026679699,-0.11716654179088731,0.9067280800439808,Bufflehead
log10(previous_checklists + 1):log10(MSID_total + 1):occur,-0.5103427826768229,0.49314631498204364,-1.0348709240489922,0.3007291950291021,Bufflehead
(Intercept),-1.4253968075238261,0.13679806903431949,-10.419714383294599,2.0155756958693887e-25,Canada Goose
log10(previous_checklists + 1),0.00947927156526333,0.05727206430322175,0.16551300674402422,0.8685402131208082,Canada Goose
MSID_prop,-0.13813773731111326,0.2399822036833282,-0.5756165881924928,0.564874366225574,Canada Goose
occur,2.7347542270743106,0.36789041434365033,7.43361098971105,1.0567244478075824e-13,Canada Goose
log10(previous_checklists + 1):MSID_prop,0.12063841892031686,0.10712553628821164,1.1261406299591352,0.2601059986627984,Canada Goose
log10(previous_checklists + 1):occur,0.09696205620240904,0.15817133591227375,0.6130191392970652,0.5398636846007894,Canada Goose
MSID_prop:occur,0.0016126984994631803,0.6339214173997583,0.0025440038074091348,0.997970180828928,Canada Goose
log10(previous_checklists + 1):MSID_prop:occur,-0.16759503409024268,0.29058937433512727,-0.5767417837410695,0.5641139016688117,Canada Goose
(Intercept),-1.4408715274158908,0.14494534289324898,-9.940792154164487,2.7661856500746566e-23,Canada Goose
log10(previous_checklists + 1),-0.02436748890562957,0.06121545393860042,-0.39806106690102067,0.6905851721549884,Canada Goose
log10(MSID_total + 1),-0.025304801136537734,0.1316143083314895,-0.19226481875210685,0.8475347748198471,Canada Goose
occur,2.8237299100453503,0.39054172785786123,7.230289898940209,4.819640868480188e-13,Canada Goose
log10(previous_checklists + 1):log10(MSID_total + 1),0.06660856914981876,0.05059939053357812,1.3163907400350372,0.1880429288240414,Canada Goose
log10(previous_checklists + 1):occur,0.22140834970484816,0.16951599909845855,1.306120666381758,0.1915115260164107,Canada Goose
log10(MSID_total + 1):occur,-0.16507437223493746,0.35264896709287935,-0.4680982723294374,0.6397143147047339,Canada Goose
log10(previous_checklists + 1):log10(MSID_total + 1):occur,-0.13455988463832905,0.13857133722474999,-0.9710513540046545,0.33152270636981895,Canada Goose
(Intercept),-2.8626937258540637,0.10880554851318627,-26.31018146567342,1.4665650660619216e-152,Canvasback
log10(previous_checklists + 1),-0.24015758091813488,0.03855552674847538,-6.228875628774325,4.697945422425086e-10,Canvasback
MSID_prop,-0.6441145401210953,0.22766280563057775,-2.8292480114924103,0.004665752651769033,Canvasback
occur,12.483280423305148,3.6731519852112644,3.3985199832636823,6.775151324011724e-4,Canvasback
log10(previous_checklists + 1):MSID_prop,0.15030366512542856,0.08552069378969,1.7575122285028575,0.07883053935768719,Canvasback
log10(previous_checklists + 1):occur,5.294376817559627,1.4099539139715538,3.7549999082214276,1.7334154179376264e-4,Canvasback
MSID_prop:occur,-3.9702156718232153,8.114012076024116,-0.4893036434533667,0.6246267419937911,Canvasback
log10(previous_checklists + 1):MSID_prop:occur,-5.498706164761826,3.256227570274292,-1.6886737938585281,0.09128196037348942,Canvasback
(Intercept),-2.5032999136109537,0.10561678577639035,-23.701724069797844,3.4610714809631207e-124,Canvasback
log10(previous_checklists + 1),-0.29146734377343775,0.040091103161188316,-7.270125309387933,3.591541769495677e-13,Canvasback
log10(MSID_total + 1),-0.5462503028015223,0.08136336965928152,-6.7137128795059535,1.897334757916088e-11,Canvasback
occur,9.062675629356525,3.6692150435603925,2.469922182746376,0.013514244650873666,Canvasback
log10(previous_checklists + 1):log10(MSID_total + 1),0.10282060609091052,0.02880544974527151,3.5694844899197866,3.576843924535343e-4,Canvasback
log10(previous_checklists + 1):occur,7.326848356972419,1.4949638439210853,4.901020440571392,9.534013487991627e-7,Canvasback
log10(MSID_total + 1):occur,-2.0850412170528787,3.3085319702163134,-0.6302013206529655,0.5285628753357944,Canvasback
log10(previous_checklists + 1):log10(MSID_total + 1):occur,-1.951165219114816,1.2212075207341495,-1.5977343620860116,0.11010210795780646,Canvasback
(Intercept),-1.8033619456568941,0.28670089284239514,-6.2900464933265345,3.1737090366468953e-10,Cedar Waxwing
log10(previous_checklists + 1),-0.06604461296690421,0.11412542928381926,-0.5787019893932441,0.5627902734138421,Cedar Waxwing
MSID_prop,-0.15886573938215146,0.46524397426733255,-0.34146759156275724,0.732751598493484,Cedar Waxwing
occur,0.2746370855624661,0.6554410408048099,0.4190111214660006,0.675208004448953,Cedar Waxwing
log10(previous_checklists + 1):MSID_prop,0.16348298348771606,0.20289253172738378,0.8057614644356634,0.4203804015344813,Cedar Waxwing
log10(previous_checklists + 1):occur,0.13978279514141675,0.26424613448466616,0.5289870953610039,0.5968144018961452,Cedar Waxwing
MSID_prop:occur,0.7161440690564056,1.0512877137746057,0.6812065428645784,0.495740808576699,Cedar Waxwing
log10(previous_checklists + 1):MSID_prop:occur,-0.43825236108438037,0.4649273670172909,-0.9426254339381177,0.34587252573617416,Cedar Waxwing
(Intercept),-1.7037131411108608,0.2987931102640113,-5.7019826849604165,1.184218598586744e-8,Cedar Waxwing
log10(previous_checklists + 1),0.018408581343376,0.12257308549080238,0.1501845308834731,0.8806190300363346,Cedar Waxwing
log10(MSID_total + 1),-0.19806662205529632,0.25370552160969057,-0.7806949600411494,0.4349819255825915,Cedar Waxwing
occur,0.3431701767564497,0.6840438136031011,0.5016786497181384,0.6158935851811698,Cedar Waxwing
log10(previous_checklists + 1):log10(MSID_total + 1),-0.007902179256252842,0.098360646485798,-0.08033882999532557,0.9359677761359129,Cedar Waxwing
log10(previous_checklists + 1):occur,-0.049438178359363344,0.2844999235428392,-0.17377220262036056,0.8620444910875922,Cedar Waxwing
log10(MSID_total + 1):occur,0.33939772421247516,0.5797878517306044,0.5853826071025969,0.5582904810515905,Cedar Waxwing
log10(previous_checklists + 1):log10(MSID_total + 1):occur,-0.014446641770516095,0.22691038976880504,-0.06366672669874447,0.9492355992223803,Cedar Waxwing
(Intercept),-2.6992734451465488,0.16859221262964622,-16.010665042258857,1.0765296929433555e-57,Chestnut-sided Warbler
log10(previous_checklists + 1),-0.2116061242872232,0.06476452563242714,-3.2673152813347173,0.0010857269316480848,Chestnut-sided Warbler
MSID_prop,-0.7068553266204461,0.325866362769416,-2.1691570759655825,0.03007076069217583,Chestnut-sided Warbler
occur,5.676938014453372,2.401894177061809,2.3635254494841487,0.018101983311041195,Chestnut-sided Warbler
log10(previous_checklists + 1):MSID_prop,0.15067826441180607,0.12886287071548994,1.1692915389451572,0.24228619092953413,Chestnut-sided Warbler
log10(previous_checklists + 1):occur,0.9511313748730239,0.9646689659294071,0.9859665942053599,0.3241495058919713,Chestnut-sided Warbler
MSID_prop:occur,3.244375656413226,4.737673151191815,0.6848036056681257,0.49346785977847807,Chestnut-sided Warbler
log10(previous_checklists + 1):MSID_prop:occur,-0.6842678848346722,1.9230841075005374,-0.3558179708135729,0.7219768899548076,Chestnut-sided Warbler
(Intercept),-2.352166877494663,0.157080108246396,-14.974314085683286,1.0807710772561197e-50,Chestnut-sided Warbler
log10(previous_checklists + 1),-0.24001716449625815,0.06430133277836707,-3.73269346256859,1.894430902259683e-4,Chestnut-sided Warbler
log10(MSID_total + 1),-0.5785848606458555,0.13730341465449866,-4.213914578175412,2.5098224225114746e-5,Chestnut-sided Warbler
occur,3.914367679739015,2.223033849773524,1.7608223465143362,0.07826847635295295,Chestnut-sided Warbler
log10(previous_checklists + 1):log10(MSID_total + 1),0.08967096400856166,0.05107188665479239,1.7557793510678399,0.0791260914941434,Chestnut-sided Warbler
log10(previous_checklists + 1):occur,1.815856872150167,0.9603045195461942,1.890917761178794,0.05863532310796877,Chestnut-sided Warbler
log10(MSID_total + 1):occur,1.7402995972350743,2.0655144991208267,0.8425501723545499,0.3994800683758474,Chestnut-sided Warbler
log10(previous_checklists + 1):log10(MSID_total + 1):occur,-0.6613794983369328,0.7894707112750092,-0.8377505192925943,0.40217083380626845,Chestnut-sided Warbler
(Intercept),-2.2554714077206164,0.10698891827440611,-21.08135537865486,1.1795686903851802e-98,Chimney Swift
log10(previous_checklists + 1),-0.08220651062535439,0.03907821512573441,-2.103640362305556,0.03540983031615605,Chimney Swift
MSID_prop,-0.2687990952192948,0.1865044541826347,-1.441247590559274,0.14951474779513502,Chimney Swift
occur,1.0086678160317337,0.5292487206968853,1.9058483782512992,0.05666988016766235,Chimney Swift
log10(previous_checklists + 1):MSID_prop,0.015242248858563873,0.07386531957038818,0.2063518975781204,0.8365160423263902,Chimney Swift
log10(previous_checklists + 1):occur,0.6615198700241348,0.1987902013425391,3.327728759046114,8.755707023954028e-4,Chimney Swift
MSID_prop:occur,1.1826333572522334,0.8756520077641967,1.3505745967189096,0.1768317428848589,Chimney Swift
log10(previous_checklists + 1):MSID_prop:occur,-0.48314251819450427,0.3587073759283517,-1.3468987554106142,0.17801284244085003,Chimney Swift
(Intercept),-2.1604939006607586,0.10952742420200393,-19.72559764279776,1.300117396662061e-86,Chimney Swift
log10(previous_checklists + 1),-0.04050989212755571,0.041286402845128016,-0.981192095603845,0.3264980213676319,Chimney Swift
log10(MSID_total + 1),-0.24518044260454358,0.0882556923035708,-2.7780694503103867,0.005468292901560107,Chimney Swift
occur,1.813100827715901,0.5434067592036462,3.336544489017713,8.482685095202447e-4,Chimney Swift
log10(previous_checklists + 1):log10(MSID_total + 1),-0.005994420234779378,0.03166082134503954,-0.18933242980187417,0.8498322796481521,Chimney Swift
log10(previous_checklists + 1):occur,0.25723468685766154,0.21317862250728678,1.2066626748602283,0.227562079057695,Chimney Swift
log10(MSID_total + 1):occur,-0.15994736400739837,0.44102463879068055,-0.36267217279738584,0.7168497893037837,Chimney Swift
log10(previous_checklists + 1):log10(MSID_total + 1):occur,0.1360246896117932,0.16253679534640153,0.8368855145808356,0.40265692335390807,Chimney Swift
(Intercept),-2.4764236726753963,0.22395356777978503,-11.057754949947837,2.0106729658181724e-28,Chipping Sparrow
log10(previous_checklists + 1),0.03176853081514327,0.08751954322926954,0.36298784983282206,0.7166139606527487,Chipping Sparrow
MSID_prop,0.1057340839733591,0.3909285454867526,0.2704690798204761,0.7867994014846658,Chipping Sparrow
occur,2.117887600321061,0.5264129733671671,4.023243551111834,5.7402082064047266e-5,Chipping Sparrow
log10(previous_checklists + 1):MSID_prop,-0.0715593632952955,0.16588693205367222,-0.43137432472464243,0.6661962156573698,Chipping Sparrow
log10(previous_checklists + 1):occur,0.08282351713910005,0.2067968942538527,0.4005065812904829,0.6887834370697837,Chipping Sparrow
MSID_prop:occur,-0.6613343541307466,0.9150844041243007,-0.7227031202259613,0.4698622981811778,Chipping Sparrow
log10(previous_checklists + 1):MSID_prop:occur,0.2694395786734087,0.3892888804498225,0.6921327379350568,0.48885397408267917,Chipping Sparrow
(Intercept),-2.3195075147898154,0.24330848809124686,-9.533196038438007,1.5251402094725741e-21,Chipping Sparrow
log10(previous_checklists + 1),0.049679664391315895,0.09706972700165564,0.5117935933874477,0.6087954746081835,Chipping Sparrow
log10(MSID_total + 1),-0.10428687454897909,0.20733312751694385,-0.5029918556572994,0.6149699982302654,Chipping Sparrow
occur,1.9065729087901646,0.574295032232581,3.3198492095227294,9.00660820008708e-4,Chipping Sparrow
log10(previous_checklists + 1):log10(MSID_total + 1),-0.04031934013689412,0.07920262003968453,-0.509065736925017,0.61070614719303,Chipping Sparrow
log10(previous_checklists + 1):occur,0.07166436117735614,0.23023941322414004,0.3112601798875776,0.7556028365593042,Chipping Sparrow
log10(MSID_total + 1):occur,-0.135932210946369,0.4887652336942806,-0.27811350230240334,0.7809252311285179,Chipping Sparrow
log10(previous_checklists + 1):log10(MSID_total + 1):occur,0.13430276045699488,0.18609310435013043,0.7216965987321429,0.4704810336992708,Chipping Sparrow
(Intercept),-2.8936133589031168,0.11677736421587942,-24.778889113765786,1.5142332373081384e-135,Common Goldeneye
log10(previous_checklists + 1),-0.15393689764973048,0.04228823085358784,-3.640182966809312,2.7244437475984864e-4,Common Goldeneye
MSID_prop,-0.4408291850453485,0.2515773448966395,-1.7522610600189896,0.0797289285458541,Common Goldeneye
occur,9.862120538883575,2.477129820298543,3.9812691519312438,6.854827503911854e-5,Common Goldeneye
log10(previous_checklists + 1):MSID_prop,0.09936105891146109,0.09520885455032402,1.043611535720581,0.2966651535867217,Common Goldeneye
log10(previous_checklists + 1):occur,1.407559423484959,0.9597199083500232,1.4666356415434518,0.142475198971657,Common Goldeneye
MSID_prop:occur,-5.845278610613814,5.626756159884966,-1.0388363107480592,0.2988808708802713,Common Goldeneye
log10(previous_checklists + 1):MSID_prop:occur,-1.3933153092971504,2.264510661917567,-0.6152831747399695,0.5383677270444585,Common Goldeneye
(Intercept),-2.5484422518392402,0.11235480693074569,-22.682093641174365,6.730928672180557e-114,Common Goldeneye
log10(previous_checklists + 1),-0.20913640481770107,0.04315026139120569,-4.84670076321541,1.2553154926584505e-6,Common Goldeneye
log10(MSID_total + 1),-0.4698144080886694,0.088966682603489,-5.280790452562573,1.2862773616609006e-7,Common Goldeneye
occur,8.26751467941683,2.3381640296298882,3.5359002083038242,4.0638817459408164e-4,Common Goldeneye
log10(previous_checklists + 1):log10(MSID_total + 1),0.09225804947115046,0.031496967064343184,2.929108992706576,0.003399352012402676,Common Goldeneye
log10(previous_checklists + 1):occur,2.366623069192292,0.9651567625268447,2.4520608061599396,0.014204065703857325,Common Goldeneye
log10(MSID_total + 1):occur,-2.1981575665568407,2.075461288016526,-1.0591175943626359,0.2895462280501562,Common Goldeneye
log10(previous_checklists + 1):log10(MSID_total + 1):occur,-0.5811607602597292,0.7680642565602173,-0.7566564324480648,0.4492557227855066,Common Goldeneye
(Intercept),-1.624172603072731,0.15656530513210817,-10.37377087920131,3.263853205953121e-25,Common Grackle
log10(previous_checklists + 1),-0.03581263888358724,0.06302063389812479,-0.5682684649202309,0.5698526885427945,Common Grackle
MSID_prop,-0.3648518416340911,0.2847324063125857,-1.281385025185888,0.2000584613485193,Common Grackle
occur,1.7293779102909883,0.319305277946011,5.416064279975341,6.0925205589518e-8,Common Grackle
log10(previous_checklists + 1):MSID_prop,0.14187428926436216,0.12225621657674426,1.16046687225351,0.2458587739066735,Common Grackle
log10(previous_checklists + 1):occur,0.2118148721509762,0.13020395108385055,1.6267929689366238,0.10378107543435978,Common Grackle
MSID_prop:occur,0.42429216541189174,0.5716425343545581,0.7422333712290325,0.4579459528773925,Common Grackle
log10(previous_checklists + 1):MSID_prop:occur,-0.2540619565928064,0.24911675105162065,-1.0198509555070467,0.30779915254164897,Common Grackle
(Intercept),-1.5709891131846123,0.16944111693927086,-9.271593232873153,1.8338583027796804e-20,Common Grackle
